,text
14627,@HalMauric @H7vI5pmqYgzeP6A @edojp1010 @akasayiigaremus @tomoe_Filt 日本でも飢饉のときは普通に食べてましたし、昭和の半ばまで犬も食べてました。 最悪、土も粥にしてくってましたし (地味が無くなり作物が育たなくなるので最終手段)  歴史の勉強はなんのやくにたつ？ とはいいますが、過去を知らないでたの国を笑うと、自分の首を絞めることに
14632,@YMiruri ユウ「ヨシ。  行くぞオラァァァァァ！！！！」 (マフラーから出てきた手榴弾で壁を爆破。ショートカットで敵を攻めていく)
14661,@forgeru ぜったい寝てると思うけど  おはようございます✨日本🗾なんと刺激的な顔面🤩見てから、寝ました✨今日は今 長女の弁当作り終わり二度目の洗濯して‼️これから向かうはタイ🇹🇭ではなく、パラゴンちゃんの単独ライブ大阪行ってきます👋20200202カバママ動きます🙋寒い🥶でもヲタクの炎は燃えている⤴️
14664,@iA03PBS0n9HhIiW 雪崩式さん、おはようございます☀ 私もゆる～く、仕事してきます。 今日もよろしくお願いします😊🙏🌟 https://t.co/vvERtgRtsv
14672,@sekira_syumi ！？(；'ω'∩)最初の暴走列車は一体…！？
14674,@heta_halo 嬉し！！！！！ 欠損とか血まみれだけど愛してやってくれ…😊💕
14676,@ETBlue 半分の血液はお祖父さんの？びっくりしました。犯罪？
14677,@peryu_con93 それって、横領罪?
14683,@kagamiii_mirror 昔は大丈夫やったけど海老が検査で引っ掛かるようになったなぁ。 ちょいと痒くなる程度やから普通に天丼とか食うけどｗ
14686,@1gray_eye 静かにしてますね💧TVで見ましたが、人馴れしない猫ちゃんにパンチ喰らっていましたよね🤣  風ちゃん雷ちゃんのパパですからね池崎さんは😊
14689,@terasaki99 昔は後ろからサブや爆弾垂れ流すだけのつまんない機体でしたがピョン格ついてからはほんとに楽しい機体になりました…はやく使いたい…
14696,@9S4gure お墓の完せぇい…(ねっとりボイス) 想像したら鼻血軽く出血多量くらいに出ちゃいそう…() あとはギムレー化しちゃったカンナくんをナーガ化したカンナちゃんが助けるシチュエーションも良いなぁ…私こういうの好き…()
14699,@91873Sprechchor 青は僕らの中に 充分すぎるほどあるから 燃えているこの炎を 青色で僕らはさ  描いたんだ
14702,@WAUwKpx9dHanb1X ひ、ひゃくよんじゅうきゅうねん(((((((((；ﾟДﾟ))))))))))) やう警察官さん、鬼すぎる...(´இ□இ｀｡)°
14706,@mononof40pink そうそう、テロの首謀者であ...ってそんなことつぶやきませんよ、兄さん！←
14708,@otterX 亡母は(亡くした子供達の時は出たのに)私を産んだ時に出血多量でしにかけたせいか母乳が出ず、私、ほとんど粉ミルクで育ちました。 あまりにも長期経ってしまっておりますから、今は何かを気にし過ぎる方が病気に障ると考えます。  再発や転移時には、たいていストレスフルな状態が有りました。
14709,@T32777vita じゃあ自分吐けないから謝罪チャットだな！
14717,@mxmbb_0527 お！治ってよかったです！！ 今、ウイルス流行ってますし、気をつけてくださいね？
14718,@chico0308 ちこちゃん人質なんてずるい！w
14726,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/fYzv0NXU2Y  @YouTube さんから
14727,@saikyo999999999 1回わざと死んで蘇生薬回復分で殴るという手も( ΦωΦ )
14728,@jupyko @annkoromoti01 殺人鬼め！
14733,@daimo61648605 とにかく🌿一番だからね！ 近所に広めの駐車場あるからダッシュで避難する！
14747,@Tenya_SkyNight な、なに！？かきけせなかったのか... こうなったらてんやを人質に！！！
14749,@nurumayu_NM 出血大サービス過ぎたわ
14752,@katsuyatakasu @cnn_co_jp 火災だけでも大変ですもの。 その上ウィルスまで入ってきたら💦
14753,@REVERSIblue0w0 @nagatoshingeki 鳥取も兵糧攻してたんや👀 私は東北の大飢饉のでチラッと何かで読んだよ〜。
14766,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/PUUEugHfQo @YouTubeより
14770,@Rainy09803031 過去の自然災害（阪神淡路→東北→熊本→その他各地の台風大雨被害）への救援活動の遅さ、いまだに途上国並みの避難所といい日本はもはや先進国とは言えない部分が出てきています。今はまだ戦後高度成長期の遺産で辛うじてなんとかなってるけど、あと２０年もしたら悲惨な状況になっていると思う。
14772,@EARL_Med_Tw 軽症例が増えてきて死亡率が下がってきてる…でも重症者の数も結構いるみたいだから、どうか死亡率が上がりませんように。
14778,@chibiinochi 裏側の参謀にさいとう氏… 選挙のプロであるから耳障りのいい事を発する…だが、よど号ハイジャック犯の息子である。親子だから関係ないとはいえ太郎を支持している中核派の思想は変わらない。危険極まりない。
14780,@R_B_HERO_TL 血まみれで帰ってきたら無言でぐいぐい顔拭いてから「さっさと風呂入れ」っていうのかな？　わりと自分がこうと決めたらそういうところは頑固な気がする　好いた相手でも立ち入られたくないところはある　武人にも似た感じなのかな
14783,@kaerekiko 雪崩さんも一切不明な箱ッ😂 お姫様に会えた人のみ中身を知ることができるんですね(￣∇￣)w
14787,@DickM74532466 クズとクズで似たようなのがつがいになるのよね笑  覚醒剤かな…理由聞いたけどあやふやに誤魔化された感じ。元々ウソつきで今思えば虚言癖。 東京に本当のお母さんがいて社長で金持ちだから毎月10万送ってくれてる。とか。かまってちゃんだから自殺未遂やら何やらで振り回されて縁切ったわ。
14802,@ikaowaa 覚醒剤決めてからうけるのが基本かと
14806,@meimeimiya 高田馬場のロータリーの目の前に交番あるけど警察官見て見ぬふりしてるしOK説ある
14808,@tontonhuuuu ラストがバイオ4ってだけだったんですけどTV本編もバイオテロとの闘いなんでもうはいふりはバイオハザードです
14814,抜歯もあるし、個人的に今年は見捨てられ不安だとか、死の恐怖と向き合う機会がありそうです。こわいときって、自分が何をこわがってるんだろう❓️って自問するのが良いそうなんですが・・・。今読みたい本。  幼年期の終わり (光文社古典新訳文庫) 光文社 https://t.co/fcOXLuxDAA @amazonJP
14815,@Particle_10s 頭にブーメラン刺さって血まみれっすよ❤
14828,@AZD8Q え〜、だって事実じゃないですか。知りません？コロ／ナウイルス。中／華街に集まった中／国人が持ち込んだやつ。入国規制がかかったりW／HOが緊急事態宣言したり。それに比べたらうちの子なんて可愛いです。にゃんにゃんです。兎も角本題だ。さあ観念して大人しく感染しなさゴホッッゲホッウ゛ゴホッ
14832,@yuduki_kizuna 茶テロする人にろくな人居ないですよね。
14837,@Verniy_Destroy (貴女に見覚えのない薬が大量に置いてあり「吹雪用」と書かれた塗り薬が置いてあって)
14842,@kazzzzha 雷切丸の弱気が本気を出せばこんなもんですね！
14844,コロナウイルスは春節の大量中国人移動に合わせた生物兵器バイオテロの疑い https://t.co/NvoULaIBtk @YouTubeより
14845,@3CD0XyGNPlpb4wc 心ちゃんグーグーだったんですね😊 本当に😭自然災害多いですね💦
14849,@raorao_kun25 ふらわが暴走してるので早く帰って来てください
14851,@amemoyou9 目はまだ見せれるけど顔下半分まじ土砂崩れよ()
14854,@colorme_xxx 出血までもするとは！お大事にどうぞ。
14858,@CANNIBAL_SHO5 いいえ、あなたはただ周りに恵まれただけの勘違い野郎です。DbDは多くの人を楽しませる事ができたコンテンツだったにも関わらず、あなたは神になったと勘違いして、ユーザーを大量に減らしてしまったクレイジーな殺人犯。それだけの何者でもありません。
